PostalCode,Neighbourhood,Latitude,Longitude,Distance,RestaurantType
M3H,"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,11.979509719954683,Restaurant
M3H,"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,11.979509719954683,Pizza Place
M3H,"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,11.979509719954683,Ice Cream Shop
M3H,"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,11.979509719954683,Sandwich Place
M3H,"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,11.979509719954683,Fast Food Restaurant
M3H,"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,11.979509719954683,Diner
M3H,"Bathurst Manor, Downsview North, Wilson Heights",43.7543283,-79.4422593,11.979509719954683,Frozen Yogurt Shop
M3J,"Northwood Park, York University",43.7679803,-79.48726190000001,14.974732382571041,Café
M3J,"Northwood Park, York University",43.7679803,-79.48726190000001,14.974732382571041,Lounge
M3K,"CFB Toronto, Downsview East",43.737473200000004,-79.46476329999999,11.154458794997156,No Restaurants
M3L,Downsview West,43.7390146,-79.5069436,13.449282480734032,Wings Joint
M3M,Downsview Central,43.7284964,-79.49569740000001,11.990622535683865,No Restaurants
M3N,Downsview Northwest,43.7616313,-79.52099940000001,16.04348262601178,Grocery Store
M3N,Downsview Northwest,43.7616313,-79.52099940000001,16.04348262601178,Fried Chicken Joint
M4A,Victoria Village,43.725882299999995,-79.31557159999998,9.827074833124394,Coffee Shop
M4A,Victoria Village,43.725882299999995,-79.31557159999998,9.827074833124394,French Restaurant
M4A,Victoria Village,43.725882299999995,-79.31557159999998,9.827074833124394,Pizza Place
M4A,Victoria Village,43.725882299999995,-79.31557159999998,9.827074833124394,Portuguese Restaurant
M4A,Victoria Village,43.725882299999995,-79.31557159999998,9.827074833124394,Burger Joint
M4B,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,8.490398245459021,Breakfast Spot
M4B,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,8.490398245459021,Café
M4B,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,8.490398245459021,Asian Restaurant
M4B,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,8.490398245459021,Mexican Restaurant
M4B,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,8.490398245459021,Coffee Shop
M4B,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,8.490398245459021,Café
M4B,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,8.490398245459021,Pizza Place
M4B,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,8.490398245459021,Gastropub
M4B,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,8.490398245459021,Pizza Place
M4B,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,8.490398245459021,Indian Restaurant
M4B,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,8.490398245459021,Fish & Chips Shop
M4B,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,8.490398245459021,American Restaurant
M4B,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,8.490398245459021,Sandwich Place
M4C,Woodbine Heights,43.695343900000005,-79.3183887,7.169961931213487,Café
M4C,Woodbine Heights,43.695343900000005,-79.3183887,7.169961931213487,Hakka Restaurant
M4C,Woodbine Heights,43.695343900000005,-79.3183887,7.169961931213487,Asian Restaurant
M4C,Woodbine Heights,43.695343900000005,-79.3183887,7.169961931213487,Snack Place
M4C,Woodbine Heights,43.695343900000005,-79.3183887,7.169961931213487,Diner
M4C,Woodbine Heights,43.695343900000005,-79.3183887,7.169961931213487,Restaurant
M4C,Woodbine Heights,43.695343900000005,-79.3183887,7.169961931213487,BBQ Joint
M4E,The Beaches,43.67635739999999,-79.2930312,7.933549937449373,BBQ Joint
M4G,Leaside,43.7090604,-79.3634517,6.404276732008767,Breakfast Spot
M4G,Leaside,43.7090604,-79.3634517,6.404276732008767,Coffee Shop
M4G,Leaside,43.7090604,-79.3634517,6.404276732008767,Breakfast Spot
M4G,Leaside,43.7090604,-79.3634517,6.404276732008767,Sushi Restaurant
M4G,Leaside,43.7090604,-79.3634517,6.404276732008767,Fast Food Restaurant
M4G,Leaside,43.7090604,-79.3634517,6.404276732008767,Salad Place
M4G,Leaside,43.7090604,-79.3634517,6.404276732008767,Restaurant
M4G,Leaside,43.7090604,-79.3634517,6.404276732008767,New American Restaurant
M4G,Leaside,43.7090604,-79.3634517,6.404276732008767,Sandwich Place
M4G,Leaside,43.7090604,-79.3634517,6.404276732008767,Coffee Shop
M4G,Leaside,43.7090604,-79.3634517,6.404276732008767,Frozen Yogurt Shop
M4G,Leaside,43.7090604,-79.3634517,6.404276732008767,Burger Joint
M4G,Leaside,43.7090604,-79.3634517,6.404276732008767,Sushi Restaurant
M4G,Leaside,43.7090604,-79.3634517,6.404276732008767,Sandwich Place
M4G,Leaside,43.7090604,-79.3634517,6.404276732008767,Sandwich Place
M4G,Leaside,43.7090604,-79.3634517,6.404276732008767,Sports Bar
M4G,Leaside,43.7090604,-79.3634517,6.404276732008767,Sushi Restaurant
M4G,Leaside,43.7090604,-79.3634517,6.404276732008767,Peking Duck Restaurant
M4G,Leaside,43.7090604,-79.3634517,6.404276732008767,Japanese Restaurant
M4G,Leaside,43.7090604,-79.3634517,6.404276732008767,Sushi Restaurant
M4G,Leaside,43.7090604,-79.3634517,6.404276732008767,Mexican Restaurant
M4H,Thorncliffe Park,43.7053689,-79.34937190000001,6.459150810337478,Middle Eastern Restaurant
M4H,Thorncliffe Park,43.7053689,-79.34937190000001,6.459150810337478,Coffee Shop
M4H,Thorncliffe Park,43.7053689,-79.34937190000001,6.459150810337478,Indian Restaurant
M4H,Thorncliffe Park,43.7053689,-79.34937190000001,6.459150810337478,Sandwich Place
M4H,Thorncliffe Park,43.7053689,-79.34937190000001,6.459150810337478,Dessert Shop
M4H,Thorncliffe Park,43.7053689,-79.34937190000001,6.459150810337478,African Restaurant
M4H,Thorncliffe Park,43.7053689,-79.34937190000001,6.459150810337478,Indian Restaurant
M4H,Thorncliffe Park,43.7053689,-79.34937190000001,6.459150810337478,Fried Chicken Joint
M4H,Thorncliffe Park,43.7053689,-79.34937190000001,6.459150810337478,Fried Chicken Joint
M4H,Thorncliffe Park,43.7053689,-79.34937190000001,6.459150810337478,Coffee Shop
M4H,Thorncliffe Park,43.7053689,-79.34937190000001,6.459150810337478,Pizza Place
M4H,Thorncliffe Park,43.7053689,-79.34937190000001,6.459150810337478,Filipino Restaurant
M4H,Thorncliffe Park,43.7053689,-79.34937190000001,6.459150810337478,Mediterranean Restaurant
M4H,Thorncliffe Park,43.7053689,-79.34937190000001,6.459150810337478,Fast Food Restaurant
M4H,Thorncliffe Park,43.7053689,-79.34937190000001,6.459150810337478,Middle Eastern Restaurant
M4H,Thorncliffe Park,43.7053689,-79.34937190000001,6.459150810337478,Indian Restaurant
M4H,Thorncliffe Park,43.7053689,-79.34937190000001,6.459150810337478,Bakery
M4H,Thorncliffe Park,43.7053689,-79.34937190000001,6.459150810337478,Pizza Place
M4H,Thorncliffe Park,43.7053689,-79.34937190000001,6.459150810337478,Burger Joint
M4H,Thorncliffe Park,43.7053689,-79.34937190000001,6.459150810337478,Fast Food Restaurant
M4H,Thorncliffe Park,43.7053689,-79.34937190000001,6.459150810337478,Sandwich Place
M4H,Thorncliffe Park,43.7053689,-79.34937190000001,6.459150810337478,Fast Food Restaurant
M4H,Thorncliffe Park,43.7053689,-79.34937190000001,6.459150810337478,Chinese Restaurant
M4H,Thorncliffe Park,43.7053689,-79.34937190000001,6.459150810337478,Café
M4H,Thorncliffe Park,43.7053689,-79.34937190000001,6.459150810337478,Restaurant
M4J,East Toronto,43.685347,-79.3381065,5.250250890670231,Bakery
M4J,East Toronto,43.685347,-79.3381065,5.250250890670231,Greek Restaurant
M4K,"Riverdale, The Danforth West",43.6795571,-79.352188,3.9899227275244327,Ice Cream Shop
M4K,"Riverdale, The Danforth West",43.6795571,-79.352188,3.9899227275244327,Greek Restaurant
M4K,"Riverdale, The Danforth West",43.6795571,-79.352188,3.9899227275244327,Greek Restaurant
M4K,"Riverdale, The Danforth West",43.6795571,-79.352188,3.9899227275244327,Greek Restaurant
M4K,"Riverdale, The Danforth West",43.6795571,-79.352188,3.9899227275244327,Ice Cream Shop
M4K,"Riverdale, The Danforth West",43.6795571,-79.352188,3.9899227275244327,Brewery
M4K,"Riverdale, The Danforth West",43.6795571,-79.352188,3.9899227275244327,Greek Restaurant
M4K,"Riverdale, The Danforth West",43.6795571,-79.352188,3.9899227275244327,Dessert Shop
M4K,"Riverdale, The Danforth West",43.6795571,-79.352188,3.9899227275244327,Greek Restaurant
M4K,"Riverdale, The Danforth West",43.6795571,-79.352188,3.9899227275244327,Restaurant
M4K,"Riverdale, The Danforth West",43.6795571,-79.352188,3.9899227275244327,Greek Restaurant
M4K,"Riverdale, The Danforth West",43.6795571,-79.352188,3.9899227275244327,Greek Restaurant
M4K,"Riverdale, The Danforth West",43.6795571,-79.352188,3.9899227275244327,Coffee Shop
M4K,"Riverdale, The Danforth West",43.6795571,-79.352188,3.9899227275244327,Greek Restaurant
M4K,"Riverdale, The Danforth West",43.6795571,-79.352188,3.9899227275244327,Breakfast Spot
M4K,"Riverdale, The Danforth West",43.6795571,-79.352188,3.9899227275244327,Coffee Shop
M4K,"Riverdale, The Danforth West",43.6795571,-79.352188,3.9899227275244327,Greek Restaurant
M4K,"Riverdale, The Danforth West",43.6795571,-79.352188,3.9899227275244327,Restaurant
M4K,"Riverdale, The Danforth West",43.6795571,-79.352188,3.9899227275244327,Coffee Shop
M4K,"Riverdale, The Danforth West",43.6795571,-79.352188,3.9899227275244327,Sushi Restaurant
M4K,"Riverdale, The Danforth West",43.6795571,-79.352188,3.9899227275244327,Egyptian Restaurant
M4K,"Riverdale, The Danforth West",43.6795571,-79.352188,3.9899227275244327,Diner
M4K,"Riverdale, The Danforth West",43.6795571,-79.352188,3.9899227275244327,Sushi Restaurant
M4K,"Riverdale, The Danforth West",43.6795571,-79.352188,3.9899227275244327,Vegetarian / Vegan Restaurant
M4K,"Riverdale, The Danforth West",43.6795571,-79.352188,3.9899227275244327,Sushi Restaurant
M4K,"Riverdale, The Danforth West",43.6795571,-79.352188,3.9899227275244327,Indian Restaurant
M4K,"Riverdale, The Danforth West",43.6795571,-79.352188,3.9899227275244327,Greek Restaurant
M4K,"Riverdale, The Danforth West",43.6795571,-79.352188,3.9899227275244327,Breakfast Spot
M4K,"Riverdale, The Danforth West",43.6795571,-79.352188,3.9899227275244327,Greek Restaurant
M4K,"Riverdale, The Danforth West",43.6795571,-79.352188,3.9899227275244327,Pub
M4K,"Riverdale, The Danforth West",43.6795571,-79.352188,3.9899227275244327,Burger Joint
M4K,"Riverdale, The Danforth West",43.6795571,-79.352188,3.9899227275244327,Greek Restaurant
M4K,"Riverdale, The Danforth West",43.6795571,-79.352188,3.9899227275244327,Greek Restaurant
M4K,"Riverdale, The Danforth West",43.6795571,-79.352188,3.9899227275244327,Greek Restaurant
M4K,"Riverdale, The Danforth West",43.6795571,-79.352188,3.9899227275244327,Juice Bar
M4K,"Riverdale, The Danforth West",43.6795571,-79.352188,3.9899227275244327,Juice Bar
M4K,"Riverdale, The Danforth West",43.6795571,-79.352188,3.9899227275244327,Bakery
M4K,"Riverdale, The Danforth West",43.6795571,-79.352188,3.9899227275244327,Deli / Bodega
M4K,"Riverdale, The Danforth West",43.6795571,-79.352188,3.9899227275244327,Salad Place
M4K,"Riverdale, The Danforth West",43.6795571,-79.352188,3.9899227275244327,Fried Chicken Joint
